Byoungho Kim,Dithering Loopback-Based Prediction Technique for Mixed-Signal Embedded System Specifications,2016
Liang-Jen Chen and Shen-Iuan Liu,A 10-bit 40-MS/s Time-Domain Two-Step ADC With Short Calibration Time,2016
Piotr Mitros,Filters With Decreased Passband Error,2016
Chi Deng and Yun Sheng and Shengyang Wang and Wei Hu and Shengxi Diao and Dahong Qian,A CMOS Smart Temperature Sensor With Single-Point Calibration Method for Clinical Use,2016
Ji-Hoon Lim and Jun-Hyun Bae and Jaemin Jang and Hae-Kang Jung and Hyunbae Lee and Yongju Kim and Byungsub Kim and Jae-Yoon Sim and Hong-June Park,A Delay Locked Loop With a Feedback Edge Combiner of Duty-Cycle Corrector With a 20%–80% Input Duty Cycle for SDRAMs,2016
Yi-Hsiang Juan and Hong-Yi Huang and Shin-Chi Lai and Wen-Ho Juang and Shuenn-Yuh Lee and Ching-Hsing Luo,A Distortion Cancelation Technique With the Recursive DFT Method for Successive Approximation Analog-to-Digital Converters,2016
Hesham Omran and Rami T. ElAfandy and Muhammad Arsalan and Khaled N. Salama,Direct Mismatch Characterization of Femtofarad Capacitors,2016
Meilin Wan and Wang Liao and Kui Dai and Xuecheng Zou,A Nonlinearity-Compensated All-MOS Voltage-to-Current Converter,2016
Yingchieh Ho and Shu-Yu Hsu and Chen-Yi Lee,A Variation-Tolerant Subthreshold to Superthreshold Level Shifter for Heterogeneous Interfaces,2016
Wameedh Nazar Flayyih and Khairulmizam Samsudin and Shaiful Jahari Hashim and Yehea I. Ismail and Fakhrul Zaman Rokhani,Adaptive Multibit Crosstalk-Aware Error Control Coding Scheme for On-Chip Communication,2016
Pedro Reviriego and Mustafa Demirci and Adrian Evans and Juan Antonio Maestro,A Method to Design Single Error Correction Codes With Fast Decoding for a Subset of Critical Bits,2016
Abdelkrim K. Oudjida and Ahmed Liacha and Mohammed Bakiri and Nicolas Chaillet,Multiple Constant Multiplication Algorithm for High-Speed and Low-Power Design,2016
Sumedh Dhabu and A. P. Vinod,Design and FPGA Implementation of Reconfigurable Linear-Phase Digital Filter With Wide Cutoff Frequency Range and Narrow Transition Bandwidth,2016
Mario Garrido and Petter Källström and Martin Kumm and Oscar Gustafsson,CORDIC II: A New Improved CORDIC Algorithm,2016
Toshihiro Hori,Relationship Between Smith Normal Form of Periodicity Matrices and Sampling of Two-Dimensional Discrete Frequency Distributions With Tiling Capability,2016
Jia-Ching Wang and Chien-Yao Wang and Tzu-Chiang Tai and Min Shih and Shao-Chieh Huang and Ying-Chuan Chen and Yan-Yu Lin and Li-Xun Lian,VLSI Design for Convolutive Blind Source Separation,2016
Jun Fu and Tianyou Chai and Ying Jin and Chun-Yi Su,Fault-Tolerant Control of a Class of Switched Nonlinear Systems With Structural Uncertainties,2016
Yang Li and Xiaoqun Wu and Jun-an Lu and Jinhu Lü,Synchronizability of Duplex Networks,2016
Youngjoo Lee and Meng Li and Liesbet Van der Perre,Memory-Reduced Turbo Decoding Architecture Using NII Metric Compression,2016
Pengda Huang,A Novel Structure for Rayleigh Channel Generation With Consideration of the Implementation in FPGA,2016
Kuntal Mandal and Soumitro Banerjee,Synchronization Phenomena in Interconnected Power Electronic Systems,2016
Chin-Yu Lin and Chien-Heng Wong and Chia-Hau Hsu and Yen-Hsin Wei and Tai-Cheng Lee,A 200-MS/s Phase-Detector-Based Comparator With 400-$\mu\text{V}_{\mathrm{rms}}$Noise,2016
H. Taghavi and M. H. Akbarpour and F. M. Ghannouchi,Sequential Load-Pull Technique for Multioctave Design of RF Power Amplifiers,2016
Haiwei Zhang and Quan Xue,60-GHz CMOS Current-Combining PA With Adaptive Back-Off PAE Enhancement,2016
Jun Peng and Songbai He and Bingwen Wang and Zhijiang Dai and Jingzhou Pang,Digital Predistortion for Power Amplifier Based on Sparse Bayesian Learning,2016
Gustavo C. Martins and Wouter A. Serdijn,Multistage Complex-Impedance Matching Network Analysis and Optimization,2016
Fei Cheng and Wenwu Yu and Ying Wan and Jinde Cao,Distributed Robust Control for Linear Multiagent Systems With Intermittent Communications,2016
Zhao Wang and Jian Sun and Jie Chen,A New Polytopic Approximation Method for Networked Systems With Time-Varying Delay,2016
Mengyao Zhu and Yajun Ha and Chengcun Gu and Liuchuang Gao,An Optimized Logarithmic Converter With Equal Distribution of Relative Errors,2016
Chun-Hsien Yeh and Pei-Yin Chen and Yen-Chen Lai and Hao-Ting Lin and Chia-Hao Li and Pei-Hua Chang,Real-Time Digital Hardware Simulation of the Rodless Pneumatic System,2016
Ramy N. Tadros and Weizhe Hua and Matheus T. Moreira and Ney L. V. Calazans and Peter A. Beerel,A Low-Power Low-Area Error-Detecting Latch for Resilient Architectures in 28-nm FDSOI,2016
Chia-Lung Lin and Shu-Wen Tu and Chih-Lung Chen and Hsie-Chia Chang and Chen-Yi Lee,An Efficient Decoder Architecture for Nonbinary LDPC Codes With Extended Min-Sum Algorithm,2016
Mario Garrido,The Feedforward Short-Time Fourier Transform,2016
Di Wu and Yun Chen and Qichen Zhang and Yeong-luh Ueng and Xiaoyang Zeng,Strategies for Reducing Decoding Cycles in Stochastic LDPC Decoders,2016
Viet-Thanh Pham and Sajad Jafari and Christos Volos and Aggelos Giakoumis and Sundarapandian Vaidyanathan and Tomasz Kapitaniak,A Chaotic System With Equilibria Located on the Rounded Square Loop and Its Circuit Implementation,2016
Victor Hugo Pereira Rodrigues and Tiago Roux Oliveira and José Paulo V. S. Cunha,Globally Stable Synchronization of Chaotic Systems Based on Norm Observers Connected in Cascade,2016
Won-Jin Lee and Seong-Won Lee,Improved Spatiotemporal Noise Reduction for Very Low-Light Environments,2016
Choon Ki Ahn and Peng Shi and Hamid Reza Karimi,Novel Results on Generalized Dissipativity of Two-Dimensional Digital Filters,2016
Chong-Yi Liou and Chi-Jung Kuo and Shau-Gang Mao,Wireless-Power-Transfer System Using Near-Field Capacitively Coupled Resonators,2016
Mo Huang and Yan Lu and Sai-Weng Sin and Seng-Pan U and Rui P. Martins and Wing-Hung Ki,Limit Cycle Oscillation Reduction for Digital Low Dropout Regulators,2016
Alireza Bafandeh and Mohammad Yavari,Digital Calibration of Amplifier Finite DC Gain and Gain Bandwidth in MASH  $\Sigma\Delta$ Modulators,2016
Mina Kim and Christopher M. Twigg,Rank Determination by Winner-Take-All Circuit for Rank Modulation Memory,2016
