Karama M. Al-Tamimi and Kamal El-Sankary and Youcef Fouzar,VCO-Based ADC With Built-In Supply Noise Immunity Using Injection-Locked Ring Oscillators,2019
Yung-Hui Chung and Ya-Mien Hsu,A 12-Bit 100-MS/s Subrange SAR ADC With a Foreground Offset Tracking Calibration Scheme,2019
Yong Ye and Chunlong He and Bin Liao and Jianjun Huang,A New Capacitance Measuring System for Capacitive Sensor for Moving Target Detection,2019
Filipe Dias Baumgratz and Carlos Saavedra and Michiel Steyaert and Filip Tavernier and Sergio Bampi,A Wideband Low-Noise Variable-Gain Amplifier With a 3.4 dB NF and up to 45 dB Gain Tuning Range in 130-nm CMOS,2019
Lin-Sen Wang and Po-Chih Ku and Po-Ting Ko and Chi-Jung Chung and Liang-Hung Lu,"A 40.4-dB Range, 0.73-dB Step, and 0.07-dB Error Programmable Gain Amplifier Using Gain Error Shifting Technique",2019
Elisa Sacco and Jorge Marin and Johan Vergauwen and Georges Gielen,Performance Limitation Analysis of Highly-Digital Time-Based Closed-Loop Sensor-to-Digital Converter Architectures,2019
Jun-Sang Park and Tai-Ji An and Gil-Cho Ahn and Seung-Hoon Lee,A 12.1 fJ/Conv.-Step 12b 140 MS/s 28-nm CMOS Pipelined SAR ADC Based on Energy-Efficient Switching and Shared Ring Amplifier,2019
Donghyeok Jeong and Changsik Yoo,A 4-MHz Bandwidth Continuous-Time Sigma-Delta Modulator With Stochastic Quantizer and Digital Accumulator,2019
Li Lu and Lianwen Deng and Jianyuan Ke and Congwei Liao and Shengxiang Huang,A Fast Ramp-Voltage-Based Current Programming Driver for AMOLED Display,2019
Mahdi Momeni and Mohsen Moezzi,A Low Loss and Area Efficient RC Passive Poly Phase Filter for Monolithic GHz Vector-Sum Circuits,2019
Tung T. Nguyen and Eric Salt and Brian Berscheid and Ha H. Nguyen,A Circuit for Peak Location Based on Two-Sample Log-Domain Interpolation,2019
Rahul Shrestha and Abhijit Sahoo,High-Speed and Hardware-Efficient Successive Cancellation Polar-Decoder,2019
Ali Ghahremani and Anne-Johan Annema and Bram Nauta,A +20 dBm Highly Efficient Linear Outphasing Class-E PA Without AM/AM and AM/PM Characterization Requirements,2019
Wenjie Feng and Xueke Ma and Roberto Gómez-García and Yongrong Shi and Wenquan Che and Quan Xue,Multi-Functional Balanced-to-Unbalanced Filtering Power Dividers With Extended Upper Stopband,2019
Brian Berscheid,A Circuit for Low-Complexity Timing Synchronization in OFDM Systems,2019
John Brunhaver and Richard Uhrie and Lawrence T. Clark,Itemization and Track Limitations of Fan-Out-Free Functions for Static CMOS Functional Cells,2019
Tadeusz Kaczorek,An Extension of the Cayley–Hamilton Theorem to Different Orders Fractional Linear Systems and Its Application to Electrical Circuits,2019
Zuo Wang and Yunda Yan and Jun Yang and Shihua Li and Qi Li,Robust Voltage Regulation of a DC–AC Inverter With Load Variations via a HDOBC Approach,2019
Remigiusz Wiśniewski and Grzegorz Bazydło and Paweł Szcześniak,Low-Cost FPGA Hardware Implementation of Matrix Converter Switch Control,2019
Valentina Sessa and Luigi Rubino and Luigi Iannelli and Francesco Vasca and Pompeo Marino,Complementarity Model for Steady-State Analysis of Resonant LLC Power Converters,2019
Wenhai Qi and Ju H. Park and Guangdeng Zong and Jinde Cao and Jun Cheng,Anti-Windup Design for Saturated Semi-Markovian Switching Systems With Stochastic Disturbance,2019
M. Arjun and Vanjari Venkata Ramana and Roopa Viswadev and B. Venkatesaperumal,Small Signal Model for PV Fed Boost Converter in Continuous and Discontinuous Conduction Modes,2019
Prasenjit Ghorai and Somanath Majhi and Venkata Ramana Kasi and Saurabh Pandey,Parameter Identification of Delayed Under-Damped Systems Using On-Line Relay Autotuning,2019
Yanan Zhu and Wenwu Yu and Guanghui Wen and Wei Ren,Continuous-Time Coordination Algorithm for Distributed Convex Optimization Over Weight-Unbalanced Directed Networks,2019
Hyunggun Ma and Gyeongho Namgoong and Eunho Choi and Franklin Bien,Instantaneous Power Consuming Level Shifter for Improving Power Conversion Efficiency of Buck Converter,2019
O. D. Montoya and A. Garces and S. Avila-Becerril and G. Espinosa-Pérez and F. M. Serra,Stability Analysis of Single-Phase Low-Voltage AC Microgrids With Constant Power Terminals,2019
Haiying Wan and Xiaoli Luan and Hamid Reza Karimi and Fei Liu,High-Order Moment Filtering for Markov Jump Systems in Finite Frequency Domain,2019
Binh Duc Truong and Caleb Roundy and Erik Andersen and Shad Roundy,Analysis of Resonance and Anti-Resonance Frequencies in a Wireless Power Transfer System: Analytical Model and Experiments,2019
Suresh Mopuri and Swati Bhardwaj and Amit Acharyya,Coordinate Rotation-Based Design Methodology for Square Root and Division Computation,2019
Tingting Zhang and Vikramkumar Pudi and Weiqiang Liu,New Majority Gate-Based Parallel BCD Adder Designs for Quantum-Dot Cellular Automata,2019
Hamed Farbeh and Amir Mahdi Hosseini Monazzah and Ensieh Aliagha and Elham Cheshmikhani,A-CACHE: Alternating Cache Allocation to Conduct Higher Endurance in NVM-Based Caches,2019
Vladimir Rožić and Ingrid Verbauwhede,Hardware-Efficient Post-Processing Architectures for True Random Number Generators,2019
Taiki Naka and Hiroyuki Torikai,A Novel Generalized Hardware-Efficient Neuron Model Based on Asynchronous CA Dynamics and Its Biologically Plausible On-FPGA Learnings,2019
Peican Zhu and Qiang Zhi and Yangming Guo and Zhen Wang,Analysis of Epidemic Spreading Process in Adaptive Networks,2019
Bangquan Zhang and Weikai Xu and Yunfeng Wu and Lin Wang,Design and Performance Analysis of Multilevel Code-Shifted  $M$ -Ary Differential Chaos Shift Keying System,2019
Amir Rastegarnia and Parnian Malekian and Azam Khalili and Wael M. Bazzi and Saeid Sanei,Tracking Analysis of Minimum Kernel Risk-Sensitive Loss Algorithm Under General Non-Gaussian Noise,2019
C. Wijenayake and N. Liyanage and C. U. S. Edussooriya and H. Seatang and P. Agathoklis and L. T. Bruton,Design and Implementation of 5-D IIR Depth Velocity Filters for Light Field Video Processing,2019
Lu Lu and Wenyuan Wang and Xiaomin Yang and Wei Wu and Guangya Zhu,Recursive Geman–McClure Estimator for Implementing Second-Order Volterra Filter,2019
Pere L. Gilabert and David López-Bueno and Gabriel Montoro,Spectral Weighting Orthogonal Matching Pursuit Algorithm for Enhanced Out-of-Band Digital Predistortion Linearization,2019
Wentao Ma and Jinzhe Qiu and Junli Liang and Badong Chen,Linear Kalman Filtering Algorithm With Noisy Control Input Variable,2019
Mingyi Chen and Hengwei Yu and Guoxing Wang and Yong Lian,A Batteryless Single-Inductor Boost Converter With 190 mV Self-Startup Voltage for Thermal Energy Harvesting Over a Wide Temperature Range,2019
Seok-Ki Hong and Dong-Woo Jee,"A 0.052 mm2, <0.4% THD, Sinusoidal Current Generator for Bio-Impedance Measurement Using a Recursive Digital Oscillator and Current-Domain FIR Filter",2019
